"Molecule","Molecule name","Atom count","Bond count"
"OC[C@@H]1NC(=O)[C@@H]2CCCN2C1=O","ZINC000005374243",25,26
"O=C1N[C@@H]2NCCN[C@H]2N1","ZINC000090661625",20,21
"C[C@H]1COC[C@H](N1)C(N)=O","ZINC000215393993",22,22
"O=C1N[C@H]2NCCN[C@H]2N1","ZINC000090661628",20,21
"C[C@H]1COC[C@@H](N1)C(N)=O","ZINC000215393902",22,22
"O[C@H]1[C@H](O)[C@@H]2C[C@H]1NC2=O","ZINC000005551570",19,20
"O=C1N[C@H]2N[C@@H]3NC(=O)N[C@@H]3N[C@@H]2N1","ZINC000022942310",24,26
"OC[C@H]1NC(=O)[C@H]2CCCN2C1=O","ZINC000001563051",25,26
"OS(O)(O)CCN1CC[NH2+]CC1","ZINC000019369410",26,26
"O[C@H]1NC(=O)n2n1c(=O)[nH]c2=O","ZINC000005885539",16,17
"S=C1N[C@@H]2NCN[C@@H]2N1","ZINC000019327648",17,18
"OC[C@H]1NC(=O)[C@@H]2CCCN2C1=O","ZINC000005374240",25,26
"S=C1N[C@@H]2NCN[C@H]2N1","ZINC000019327645",17,18
"S=C1N[C@H]2NCN[C@@H]2N1","ZINC000019327651",17,18
"OCCCN1CCN(CCO)CC1","ZINC000019364928",33,33
"O=C1N[C@H]2NCCN[C@@H]2N1","ZINC000090661631",20,21
"O=C1OCC\C1=C1\NCCNC1=O","ZINC000031760026",23,24
"O=C1OCC\C1=C1\NCCNC1=O","ZINC000104031758",23,24
"O[C@H]1COC(=O)[C@H]1O","ZINC000004538311",14,14
"O[C@@H]1COC(=O)[C@H](O)[C@@H]1O","ZINC000013513832",18,18
"O=C1OCO[C@@H]1[C@H]1OCOC1=O","ZINC000004803166",18,19
"O=C1OCO[C@H]1[C@H]1OCOC1=O","ZINC000017302483",18,19
"O=C1OCO[C@H]1[C@@H]1OCOC1=O","ZINC000004803173",18,19
"C[C@@H](O)CN(N)C[C@@H](C)O","ZINC000019167300",26,25
"O[C@@H]1COC(=O)[C@H](O)[C@H](O)[C@H]1O","ZINC000114171400",22,22
"O[C@H]1[C@@H](O)[C@H](O)C(=O)[C@H](O)[C@@H]1O","ZINC000018061856",22,22
"OC[C@@H](O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O","ZINC000002597099",22,22
"OC[C@@H](O)[C@H]1OC(=O)[C@H](O)[C@@H]1O","ZINC000000895720",22,22
"O[C@H]1[C@@H]2OC(=O)[C@H](O)[C@H]2OC1=O","ZINC000004972218",18,19
"O[C@H]1O[C@@H]2[C@H](O)C(=O)O[C@H]2[C@H]1O","ZINC000003872702",20,21
"OC[C@@H](O)[C@H]1OC(=O)[C@H](O)[C@H]1O","ZINC000004096024",22,22
"O[C@H]1[C@H](O)[C@H](O)C(=O)[C@H](O)[C@@H]1O","ZINC000003869644",22,22
"O[C@H]1O[C@@H]2[C@H](O)C(=O)O[C@H]2[C@@H]1O","ZINC000003872703",20,21
"O[C@H]1[C@H]2OC(=O)[C@H](O)[C@@H]2OC1=O","ZINC000038276412",18,19
"OC1[C@@H](O)[C@@H](O)C(=O)[C@H](O)[C@@H]1O","ZINC000003869647",22,22
"O[C@H]1[C@H](O)[C@@H](O)C(=O)[C@H](O)[C@@H]1O","ZINC000017837430",22,22
"C[C@@H](O)CNC(=O)[C@@H](C)O","ZINC000001687190",23,22
"OC[C@H](O)[C@@H](O)C(=O)C=O","ZINC000001710873",18,17
"OC[C@H](O)[C@H](O)C(=O)C=O","ZINC000104102768",18,17
"OC[C@@H](O)[C@H](O)C(=O)C=O","ZINC000001710872",18,17
"OC[C@H](O)[C@H](O)[C@@H](O)C(=O)C=O","ZINC000104861680",22,21
"OC[C@H](O)CC(=O)C=O","ZINC000005411484",17,16
"OC[C@@H](O)CC(=O)C=O","ZINC000001715653",17,16
"OC[C@@H](O)[C@@H](O)C(=O)C=O","ZINC000001710874",18,17
"OC[C@H](O)[C@H](O)[C@H](O)C(=O)C=O","ZINC000100498580",22,21
"OC[C@@H](O)[C@H](O)[C@H](O)C(=O)C=O","ZINC000100512949",22,21
"OC[C@H](O)[C@@H](O)[C@H](O)C(=O)C=O","ZINC000100078686",22,21
"C[C@@H](O)[C@@H](O)[C@H]1OC(=O)[C@H]1O","ZINC000005339574",21,21
"C[C@@H](O)[C@@H](O)[C@H](O)C(=O)C=O","ZINC000016929553",21,20
"C[C@@H](O)Cc1c[nH]c(=O)[nH]c1=O","ZINC000006443118",22,22
"C[C@@H](O)[C@@H](NC(=O)C[NH3+])C(O)=O","ZINC000001605654",24,23
"C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","ZINC000003872643",25,24
"C[C@@H](O)[C@@H](CO)S(C)(=O)=O","ZINC000096521872",22,21
"O[C@H]1[C@@H](O)N(CCN1C=O)C=O","ZINC000018268075",22,22
"OCNC=O","ZINC000005178903",10,9
"C[C@@H](O)[C@@H](O)[C@H](O)CO","ZINC000004995362",21,20
"O[C@H]1[C@H](O)N(CCN1C=O)C=O","ZINC000001688101",22,22
"O[C@H]1[C@@H](O)N(CN1C=O)C=O","ZINC000016138215",19,19
"C[C@@H](O)[C@H](O)[C@H](O)CO","ZINC000004995358",21,20
"C[C@@H](O)[C@H](O)[C@H]1OC(=O)[C@H]1O","ZINC000005339572",21,21
"C[C@@H](O)[C@H](O)[C@H](O)C(=O)C=O","ZINC000104113875",21,20
"O[C@H]1[C@H](O)N(CN1C=O)C=O","ZINC000005377019",19,19
"O[C@@H]1[C@@H](O)N(CN1C=O)C=O","ZINC000005377018",19,19
"O=CNN1CCS(=O)(=O)CC1","ZINC000104506337",21,21
"O[C@@H]1[C@@H](O)N(CCN1C=O)C=O","ZINC000004726855",22,22
"C[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO","ZINC000003872641",25,24
"OC(=O)C[NH+]1CCN(CC1)C=O","ZINC000009873810",24,24
"C[C@@H](O)[C@H](CO)S(C)(=O)=O","ZINC000096521876",22,21
"C[C@@H](O)[C@@H]1OC(=O)[C@@H](O)[C@H]1O","ZINC000004721245",21,21
"C[C@@H](O)[C@H]([NH3+])C(=O)NCC(O)=O","ZINC000002391067",24,23
"OC(COC=O)COC=O","ZINC000001746317",18,17
"C[C@@H](O)[C@H]1OC(=O)[C@@H](O)[C@H]1O","ZINC000004096065",21,21
"CN(C=O)[C@H]1CS(=O)(=O)C[C@@H]1O","ZINC000217405496",23,23
"CN1[C@H](O)O[C@@H]2CS(=O)(=O)C[C@@H]12","ZINC000217405800",23,24
"CN(C=O)[C@@H]1CS(=O)(=O)C[C@@H]1O","ZINC000217405418",23,23
"C[C@]1(O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O","ZINC000063772307",27,27
"CO[C@@H]1C[C@@H](O)[C@H](O)[C@H](CO)O1","ZINC000004831367",26,26
"CO[C@H]1C[C@H](O)[C@H](O)[C@H](CO)O1","ZINC000004831366",26,26
"C[C@@H]1[C@@H](CO)O[C@H](O)[C@H](O)[C@H]1O","ZINC000021984795",26,26
"O[C@H]1C=C[C@@H](O)[C@H](O)[C@@H]1O","ZINC000022055080",20,20
"CCOc1c(N(C)N)c(=O)c1=O","ZINC000002555921",22,22
"OCC1=NO[C@@H]2CS(=O)(=O)C[C@H]12","ZINC000096532888",21,22
"C[C@@H]1CN[C@H]2[C@@H](N1)NC(=O)NC2=O","ZINC000022589943",25,26
"CO[C@@H]1C[C@H](O)[C@@H](O)[C@H](CO)O1","ZINC000218536894",26,26
"OCN1CCN(CO)CC1","ZINC000022591392",24,24
"C[C@@H]1CN[C@@H]2[C@@H](N1)NC(=O)NC2=O","ZINC000022589930",25,26
"C[C@@H](O)[C@H]([NH3+])C(=O)N[C@H](C)C(O)=O","ZINC000050027157",27,26
"OC[C@H]1N[C@H](O)[C@H](O)[C@@H](O)[C@H]1O","ZINC000028538053",25,25
"C[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O","ZINC000029309317",23,23
"OC(O)CCOCCC(O)O","ZINC000031494619",25,24
"OCC(CO)OCOC(CO)CO","ZINC000001757205",29,28
"OCCN(CO)CO","ZINC000001612595",19,18
"Cn1cc(CO)c(=O)n(C)c1=O","ZINC000032209060",22,22
"OCOCCOCO","ZINC000001849877",18,17
"CCS(=O)(=O)N(C)CC(N)=O","ZINC000041201224",23,22
"OC[C@@H](O)[C@H]1CO1","ZINC000005134889",15,15
"OC[C@@H](O)[C@@H](O)[C@@H](F)[C@H](O)CO","ZINC000095863049",25,24
"OC[C@H]1N[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O","ZINC000033753447",25,25
"CCS(=O)(=O)N(CCO)CCO","ZINC000040751844",27,26
"OC[C@@H]1OC[C@H](O)[C@@H]1O","ZINC000003870119",19,19
"OC[C@@H](O)[C@@H]1OCO[C@@H](CO)[C@@H]1O","ZINC000005063500",27,27
"OC[C@H]1OCO[C@@H](CO)[C@H](O)[C@H]1O","ZINC000105325616",27,27
"OC[C@H]1OCO[C@@H](CO)[C@@H](O)[C@@H]1O","ZINC000012363459",27,27
"OC[C@@H]1O[C@@H](O)[C@H](F)[C@H](O)[C@H]1O","ZINC000002569531",23,23
"OC[C@@H]1O[C@H](O)[C@H](O)[C@H](F)[C@@H]1O","ZINC000036533667",23,23
"OC[C@@H]1S[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O","ZINC000005329716",24,24
"OC[C@@H](O)[C@H]1O[C@H](O)[C@@H](O)[C@H]1O","ZINC000034027427",24,24
"OC[C@@H]1O[C@H](O)[C@@H](F)[C@H](O)[C@@H]1O","ZINC000071790225",23,23
"OC[C@@H]1OC[C@@H](O)[C@H](O)[C@@H]1O","ZINC000002047525",23,23
"OC[C@@H]1OCO[C@@H](CO)C1O","ZINC000004353223",23,23
"OC[C@@]1(O)OC[C@@H](O)[C@@H]1O","ZINC000001532611",20,20
"OC[C@H](O)COC[C@H](O)CO","ZINC000017780653",25,24
"C[C@@H]1NC(=O)[C@@H]1O","ZINC000034115104",14,14
"OC[C@@]1(O)OC[C@H](O)[C@@H](O)[C@@H]1O","ZINC000003861737",24,24
"OC[C@H]1O[C@@H](O)[C@@H](O)[C@H]1F","ZINC000045108168",19,19
"OC[C@H]1O[C@H](O)C[C@H](O)[C@@H]1O","ZINC000005850791",23,23
"OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1F","ZINC000004544454",23,23
"OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1F","ZINC000004544458",23,23
"OC[C@H]1O[C@H](O)C[C@H]1O","ZINC000005600736",19,19
"OC[C@H]1O[C@H](O)[C@@H](O)[C@@H]1O","ZINC000003581471",20,20
"OC[C@]1(O)OC[C@@H](O)[C@@H]1O","ZINC000000895183",20,20
"OC[C@]1(O)OC[C@@H](O)[C@@H](O)[C@H]1O","ZINC000004097154",24,24
"OC[C@@H](O)[C@H]1OC[C@@H](O)[C@H]1O","ZINC000034333883",23,23
"OCCn1c(=O)cc[nH]c1=O","ZINC000034497947",19,19
"O[C@H]1[C@@H]2O[C@@H]2[C@H]2CO[C@@H]1O2","ZINC000034454830",18,20
"Cn1nc(cc1N)C(=O)NCCO","ZINC000408716823",25,25
"O[C@@H]1[C@@H](O)[C@@H]2O[C@H]1OC[C@H]2O","ZINC000114426530",21,22
"O[C@@H]1[C@@H]2CO[C@H]1[C@@H](O)[C@H](O)O2","ZINC000036475234",21,22
"O[C@@H]1[C@@H]2CO[C@H]1[C@H](O)[C@H](O)O2","ZINC000005851684",21,22
"O[C@H](CF)[C@@H](O)[C@H](O)[C@H](O)CF","ZINC000005048009",24,23
"O[C@@H](CF)[C@@H](O)[C@H](O)[C@H](O)CF","ZINC000005048008",24,23
"O[C@H](CN1CC1)[C@H](O)CN1CC1","ZINC000001668475",28,29
"O[C@@H]([C@H](O)[C@@H]1CO1)[C@@H]1CO1","ZINC000001481779",20,21
"O[C@H]1[C@@H](O)[C@H]2C[C@@H]1[C@@H](O)[C@H]2O","ZINC000005083178",23,24
"O[C@H]1[C@@H](O)[C@@H]2C[C@H]1[C@H](O)[C@H]2O","ZINC000005083176",23,24
"O[C@H]1C=C[C@@H](O)[C@@H](O)[C@H]1O","ZINC000005133180",20,20
"NC(=O)C1(O)CC1","ZINC000104584012",14,14
"O[C@H]1C[C@@H](O)[C@H](O)[C@H](O)[C@H]1O","ZINC000238739349",23,23
"O[C@H]1C2O[C@H]3O[C@@H]2[C@H](O3)[C@@H](O)[C@@H]1O","ZINC000100443783",23,25
"O[C@@H]1O[C@@H](CF)[C@@H](O)[C@H](O)[C@H]1O","ZINC000003956757",23,23
"O[C@H]1[C@@H]2O[C@H]3O[C@@H]2[C@@H](O3)[C@@H](O)[C@@H]1O","ZINC000100443785",23,25
"O[C@H]1[C@@H]2CO[C@@H](O2)[C@H](O)[C@@H]1O","ZINC000008602536",21,22
"C[C@H](O)[NH2+]C[C@@H](N)C(O)=O","ZINC000306579535",22,21
"O[C@H]1O[C@@H](CF)[C@@H](O)[C@H](O)[C@H]1O","ZINC000036533711",23,23
"OCCNCNCCO","ZINC000036646473",23,22
"O[C@H]1O[C@@H](CF)[C@@H](O)[C@@H](O)[C@H]1O","ZINC000036533669",23,23
"OC[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@@H]1F","ZINC000036533798",23,23
"S=C1NN\C=N/N=C\NN1","ZINC000005048105",16,16
"Cn1c(N)cc(=O)n(CC(N)=O)c1=O","ZINC000306229976",24,24
"C[C@@H]1CS(=O)(=O)CCN1N","ZINC000038611899",22,22
"CN1[C@@H](O)O[C@@H]2CS(=O)(=O)C[C@H]12","ZINC000225709401",23,24
"CNC(=O)[C@H]1CC[C@@H]([NH2+]1)C(O)=O","ZINC000225765295",24,24
"C[C@@H]1NS(=O)(=O)N(C)C1=O","ZINC000005888374",18,18
"CNC(=O)[C@@H]1CC[C@@H]([NH2+]1)C(O)=O","ZINC000225765714",24,24
"C[C@@H]1OCO[C@@H](CO)[C@@H](O)[C@@H]1O","ZINC000004353232",26,26
"C[C@@H]1O[C@@H](O)C[C@@H](O)[C@H]1O","ZINC000000338348",22,22
"C[C@@H]1O[C@H](O)C[C@@H](O)[C@H]1O","ZINC000001566762",22,22
"C[C@@H]1O[C@H](O)C[C@H](O)[C@H]1O","ZINC000002046819",22,22
"C(N1CCOCC1)n1cnnn1","ZINC000032599772",23,24
"C[C@@](O)(CO)C[C@@](C)(O)CO","ZINC000017128687",27,26
"CC(=O)C(O)O","ZINC000039416010",12,11
"C[C@@]1(O)CS(=O)(=O)C[C@@H]1O","ZINC000001619180",20,20
"C[C@]1(CO)O[C@@H](O)[C@@](C)(O)[C@@]1(C)O","ZINC000012358845",29,29
"CO[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1O","ZINC000100065712",27,27
"CC[C@@H](CO)NC(=O)C(=O)NC","ZINC000007073589",26,25
"OCCC(CO)CO","ZINC000059495355",20,19
"C[C@H](CNC(N)=O)NC(N)=O","ZINC000001718699",23,22
"C[C@H](CO)NN[C@H](C)CO","ZINC000019167310",26,25
"C[C@H](CS(C)(=O)=O)NN","ZINC000104569010",21,20
"Nc1cncnc1NC[C@H](O)CO","ZINC000083137646",25,25
"Nc1cncnc1NC[C@@H](O)CO","ZINC000083137650",25,25
"CNC(=O)COCC(=O)NC","ZINC000044831583",23,22
"OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H]1F","ZINC000045108170",19,19
"OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H]1F","ZINC000045108172",19,19
"C[C@H]([NH3+])[C@@H](O)C(O)=O","ZINC000013352867",17,16
"CCn1c(=O)cc(NN)[nH]c1=O","ZINC000072206742",22,22
"CCn1c(=O)cc([nH]c1=O)N(C)N","ZINC000072206736",25,25
"C[C@H](NC=O)c1c[nH]c(=O)[nH]c1=O","ZINC000002033737",22,22
"CCn1nnc2c1[nH]c(=O)[nH]c2=O","ZINC000072221068",20,21
"CCn1nnnc1NN","ZINC000072226931",17,17
"C[C@H](O)C(=O)NC(C)(CO)CO","ZINC000005641185",27,26
"C[C@H](O)[C@@H]1OC(=O)[C@@H](O)[C@H]1O","ZINC000004721244",21,21
"C[C@H](O)[C@@H]1NC(=O)[C@@H]2CCCN2C1=O","ZINC000143900930",28,29
"C[C@H](O)[C@@H](O)[C@H](O)C(=O)C=O","ZINC000016929549",21,20
"C[C@H](O)[C@H]1NC(=O)[C@@H]2CCCN2C1=O","ZINC000143901328",28,29
"Cc1c[nH]c(=O)n(CCO)c1=O","ZINC000079006919",22,22
"C[C@@H](O)N(C[C@@H]([NH3+])C(O)=O)[C@H](C)O","ZINC000396416729",29,28
"C[C@H](O)N(C[C@@H]([NH3+])C(O)=O)[C@H](C)O","ZINC000396416728",29,28
"NC(=[NH2+])N1C[C@@H](O)C[C@H]1C(O)=O","ZINC000079530762",23,23
"C[C@@H]1[C@@H](N)C(=O)N(C)C1=O","ZINC000104242737",20,20
"[NH3+][C@@H]1C[S@](=O)C[C@H]1C(O)=O","ZINC000080131777",19,19
"O[C@H]1O[C@H](CF)[C@H](O)[C@H](O)[C@@H]1O","ZINC000064220322",23,23
"CNC(=O)C(=O)N(C)C","ZINC000080775181",19,18
"C[C@H]1Nc2[nH]c(N)nc(=O)c2N[C@H]1C","ZINC000064858409",27,28
"[NH3+][C@@H](CC(O)O)C(O)=O","ZINC000006373474",18,17
"COCCCNC(=O)C(N)=O","ZINC000059515809",23,22
"NC(N)=C(NC=O)C(N)=O","ZINC000066370805",18,17
"NC(N)=C(NC=O)C(N)=O","ZINC000066370807",18,17
"OCCNN(=O)=O","ZINC000065748091",13,12
"CC(=O)OCNC(NCO)NCO","ZINC000071244999",28,27
"CCCNC(=O)C(N)=O","ZINC000059391857",19,18
"O=C1NC(=O)[C@@H]2C[C@H]1C(=O)NC2=O","ZINC000100666557",19,20
"OC[C@@H]1O[C@H](O)[C@@H](O)C[C@H]1O","ZINC000090728997",23,23
"OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1F","ZINC000071790031",23,23
"O[C@H]1O[C@H](CF)[C@H](F)[C@@H](O)[C@@H]1O","ZINC000071790030",22,22
"OC[C@@H]1O[C@@H](O)[C@@H](F)[C@H](O)[C@@H]1O","ZINC000005975518",23,23
"Cc1n[nH]c(=O)n(N)c1=O","ZINC000016249017",16,16
"OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](F)[C@@H]1O","ZINC000016159406",23,23
"CCc1n[nH]c(=O)n(N)c1=O","ZINC000016161121",19,19
"[NH3+][C@@H]1C[S@](=O)C[C@@H]1C(O)=O","ZINC000080131774",19,19
"CN1[C@H](O)O[C@H]2CS(=O)(=O)C[C@@H]12","ZINC000242581736",23,24
"CCNC(=O)C(N)=O","ZINC000081914200",16,15
"CC1(C)[C@@]2(O)[C@@H](O)COC(=O)[C@@]12O","ZINC000230486864",25,26
"COCCNC(=O)C(N)=O","ZINC000059515440",20,19
"CC(C)NC(=O)C(N)=O","ZINC000059515438",19,18
"Cn1nnc(n1)-c1nnnn1N","ZINC000005395788",17,18
"CC(C)C(=O)N1CCNC[C@H]1C(N)=O","ZINC000084023080",31,31
"CC(C)C(=O)N1CCNC[C@@H]1C(N)=O","ZINC000084023078",31,31
"NC(=O)c1ccn(CO)n1","ZINC001548918911",17,17
"CC(F)(C(N)=O)C(N)=O","ZINC000001627334",16,15
"OC[C@H]1O[C@@H](O)C[C@@H](O)[C@@H]1O","ZINC001560403835",23,23
"OC[C@H](O)[C@H](O)[C@H](O)CO","ZINC001560408747",22,21
"O[C@H]1[C@@H]2CO[C@H]1[C@@H](O)[C@H](O)O2","ZINC000088466372",21,22
"O[C@H]1C[C@H](O)[C@@H](O)CO1","ZINC001560410888",19,19
"CNC[C@@H]([NH3+])C(O)=O","ZINC001560408717",18,17
"OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O","ZINC001560411742",24,24
"OC[C@H]1O[C@H](O)C[C@@H](O)[C@@H]1O","ZINC001560403836",23,23
"O[C@@H]1C[NH2+][C@H](C1)C(O)=O","ZINC001560406735",18,18
"O[C@H]1CC[NH2+][C@@H]1C(O)=O","ZINC001560411759",18,18
"C[C@H](O)N(C[C@H]([NH3+])C(O)=O)[C@H](C)O","ZINC000087492692",29,28
"N=C=C1CNCCN1","ZINC001560406730",17,17
"OC[C@H](O)[C@@H](O)[C@H](O)CO","ZINC001560408749",22,21
"C[C@@H](O)N(C[C@H]([NH3+])C(O)=O)[C@H](C)O","ZINC000087492690",29,28
"C[C@H](O)[NH2+]C[C@H](N)C(O)=O","ZINC000087492688",22,21
"O[C@H]1C[NH2+][C@H](C1)C(O)=O","ZINC001560406094",18,18
"[NH3+][C@@H](CO)C(O)=O","ZINC001560411677",14,13
"OC[C@H](O)[C@H](O)[C@H](O)[C@H](O)C=O","ZINC001560410136",24,23
"OC[C@H]1NC(=O)CNC1=O","ZINC001560406598",18,18
"CO[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](O)C1=O","ZINC001560405235",25,25
"CC(N)=c1ccc(cc1)=C=N","ZINC001560408760",21,21
"OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O","ZINC001560411741",24,24
"O[C@@H]1C[C@H](O)[C@@H](O)CO1","ZINC001560410885",19,19
"C[C@H]1NC(=O)C2=C1C(=O)NC(=O)C2","ZINC000001717087",21,22
"COC(=O)[C@H](N)C1CS(=O)(=O)C1","ZINC000213689838",23,23
"COC(=O)[C@@H](N)C1CS(=O)(=O)C1","ZINC000213689899",23,23
"C[C@H]1NS(=O)(=O)N(C)C1=O","ZINC000001620473",18,18
"O[C@H]1[C@H](O)[C@H]2CCO[C@H](O2)[C@@H]1O","ZINC000095627505",24,25
"C[NH+](C)[C@H](CC(N)=O)C(O)=O","ZINC000001573265",23,22
"C[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O","ZINC000015206242",23,23
"C[C@H]1O[C@H](O)[C@H](O)[C@@H]1O","ZINC000013544404",19,19
"Cn1c(=O)[nH]c(N)c(c1=O)N(=O)=O","ZINC000090367217",19,19
"OC[C@@H](O)[C@@H](O)[C@H](F)[C@@H](O)CO","ZINC000095921597",25,24
"C[C@@H]1O[C@@H](O)[C@@H](F)[C@H](O)[C@@H]1O","ZINC000095921490",22,22
"OCN1[C@H](O)C(=O)N(CO)C1=O","ZINC000095930871",20,20
"CNC(=O)Cc1noc(CN)n1","ZINC000095095727",22,22
"C(c1nn[nH]n1)n1ncnn1","ZINC000095185826",15,16
"OCC1=NO[C@H]2CS(=O)(=O)C[C@H]12","ZINC000096532891",21,22
"OCC1=NO[C@H]2CS(=O)(=O)C[C@@H]12","ZINC000096532890",21,22
"O=S1(=O)C[C@H]2N[C@H]2C1","ZINC000096532898",15,16
"OCC1=NO[C@@H]2CS(=O)(=O)C[C@@H]12","ZINC000096532886",21,22
"C[C@H]([NH3+])[C@H](N)C(O)=O","ZINC000095483609",18,17
"C[C@H]([NH3+])[C@@H](N)C(O)=O","ZINC000095483611",18,17
"O[C@@H]1CC[NH2+][C@@H]1C(=O)NCC(O)=O","ZINC000095627340",25,25
"O[C@H]1CC[NH2+][C@@H]1C(=O)NCC(O)=O","ZINC000095627341",25,25
"O[C@H]1O[C@H]2[C@H](O)C(=O)O[C@H]2[C@H]1O","ZINC000095698541",20,21
"C[C@@]1(O)[C@H](O)[C@H](CO)OC1=O","ZINC000004691973",21,21
"C[C@@]1(O)[C@@H](O)[C@@H](CO)OC1=O","ZINC000001842869",21,21
"C[C@@]1(O)[C@H](O)COC1=O","ZINC000013459854",17,17
"O[C@@H]1C[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O","ZINC000100055342",23,23
"[NH3+][C@]1(C[C@H](O)C1)C(O)=O","ZINC000585669989",18,18
"C[C@]1(O)[C@H](O)[C@H](O)[C@]1(O)CO","ZINC000004403259",23,23
"CN(C)C(=O)CN1C[C@H]2CON[C@@H]2C1","ZINC000096082167",31,32
"CN(C)C(=O)CN1C[C@@H]2CON[C@@H]2C1","ZINC000096082166",31,32
"C[S@](=O)[C@@H]1CS(=O)(=O)C[C@H]1O","ZINC000256028078",21,21
"C[S@](=O)[C@@H]1CS(=O)(=O)C[C@@H]1O","ZINC000256028080",21,21
"C[S@](=O)[C@H]1CS(=O)(=O)C[C@H]1O","ZINC000256028079",21,21
"O[C@H]1[C@@H]2O[C@H]3O[C@@H]2C(O3)[C@@H](O)[C@@H]1O","ZINC000100443791",23,25
"O[C@H]1[C@@H]2O[C@H]3O[C@@H]2[C@H](O3)[C@@H](O)[C@@H]1O","ZINC000100443788",23,25
"C[C@]1([NH3+])CONC1=O","ZINC000197479851",16,16
"C[C@H](O)[C@@H](CO)S(C)(=O)=O","ZINC000096521870",22,21
"C[C@H](O)[C@H](CO)S(C)(=O)=O","ZINC000096521874",22,21
"C[C@@]1(F)[C@@H](O)O[C@@H](CO)[C@@H]1O","ZINC000096529284",22,22
"OC[C@@H]1OC[C@H](O)C(=O)[C@H]1O","ZINC000100585649",21,21
"O[C@H]1[C@@H]2O[C@H]3O[C@H]([C@H](O)[C@@H]1O3)[C@H]2O","ZINC000100741559",23,25
"O[C@H]1N[C@H](O)[C@H](O)N1","ZINC000101518270",16,16
"O[C@H]1[C@H](O)[C@H](O)[C@H](F)[C@@H](O)[C@@H]1O","ZINC000103043731",23,23
"OC[C@H]1OC(O)(O)[C@@H](O)[C@@H]1O","ZINC000098213314",21,21
"Cn1c(N)nc(=O)c2n[nH]nc12","ZINC000004552268",18,19
"Cc1nnc2NCC(=O)Nn2c1=O","ZINC000100128281",20,21
"Cc1nnc2[nH]c(N)nn2c1=O","ZINC000100128258",18,19
"CN(C)Cc1nnnn1CCO","ZINC000217744354",25,25
"OC[C@H]1[C@H]2[C@@H]1C(=O)NC2=O","ZINC000100239100",17,18
"OC[C@@H]1O[C@@H](O)[C@H](CO)O[C@@H]1O","ZINC000105090729",24,24
"O[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1O","ZINC000584578883",21,21
"C[C@@H]1NC2(COC2)CNC1=O","ZINC000108283550",23,24
"OC[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1F","ZINC000101185666",23,23
"CNC(=O)\C=C(/N)C(=O)NC","ZINC000101211852",22,21
"O[C@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O","ZINC000101781705",21,21
"C[C@H](O)[C@H](O)[C@H](O)C(=O)C=O","ZINC000104113870",21,20
"O=C1N[C@@H]([C@H]2CCOC2=O)C(=O)N1","ZINC000104151827",21,22
"O=C1N[C@@H]([C@@H]2CCOC2=O)C(=O)N1","ZINC000104151824",21,22
"CN1C(=O)[C@@H]2CC(=O)NC(=O)[C@H]2C1=O","ZINC000104218350",22,23
"CN1C(=O)[C@H]2CC(=O)NC(=O)[C@@H]2C1=O","ZINC000104218346",22,23
"CN1C(=O)[C@H]2CC(=O)NC(=O)[C@H]2C1=O","ZINC000104218354",22,23
"CN(C)C(=O)CN1C[C@H]2CON[C@H]2C1","ZINC000107803030",31,32
"OCP(CO)(CO)CO","ZINC000150464813",22,21
"[NH3+][C@H](CCC1(O)COC1)C(O)=O","ZINC000584883981",25,25
"[NH3+][C@@H](CCC1(O)COC1)C(O)=O","ZINC000584883982",25,25
"CN\C=c1/sc2ncnn2c1=O","ZINC000584905795",18,19
"CC(=O)NCC[C@@H]([NH3+])C(O)=O","ZINC000003870083",23,22
"CN(CO)CCO","ZINC000116926328",18,17
"CC(=O)N[C@@H]1CO[C@H](CO)[C@H]1O","ZINC000077265487",25,25
"Cn1cc2c(n1)[nH]c(=O)n(C)c2=O","ZINC000238512358",21,22
